  CODE BEGUN..........................

  Simulation Parameters are nx, ny, dx, dy, w, errormax,tmax, dt, Re 
         130         130   7.69230770E-03   7.69230770E-03   1.20000005       9.99999994E-09   5.00000000       1.00000005E-03   100.000000    

 Initialising the domain ..........................

 Initiating Calculations ..........................

 time,  Error_x-AD,  Error_y-AD,  Error_PPE
   1.24900234       8.06316733E-04   4.12389636E-04   1.08033419E-07
   1.25000238       8.06313008E-04   4.12404537E-04   1.08033419E-07
   1.25100243       8.06320459E-04   4.12374735E-04   1.04308128E-07
   1.25200248       8.06320459E-04   4.12404537E-04   1.00582838E-07
   1.25300252       8.06324184E-04   4.12374735E-04   9.68575478E-08
   1.25400257       8.06313008E-04   4.12374735E-04   9.68575478E-08
   1.25500262       8.06320459E-04   4.12389636E-04   1.19209290E-07
   1.25600266       8.06309283E-04   4.12359834E-04   8.94069672E-08
   1.25700271       8.06309283E-04   4.12374735E-04   8.94069672E-08
   1.25800276       8.06313008E-04   4.12359834E-04   8.56816769E-08
   1.25900280       8.06320459E-04   4.12359834E-04   8.56816769E-08
   1.26000285       8.06309283E-04   4.12359834E-04   8.19563866E-08
   1.26100290       8.06313008E-04   4.12344933E-04   8.19563866E-08
   1.26200294       8.06331635E-04   4.12359834E-04   8.19563866E-08
   1.26300299       8.06331635E-04   4.12359834E-04   8.19563866E-08
   1.26400304       8.06324184E-04   4.12359834E-04   8.19563866E-08
   1.26500309       8.06309283E-04   4.12359834E-04   8.19563866E-08
   1.26600313       8.06320459E-04   4.12359834E-04   8.19563866E-08
   1.26700318       8.06331635E-04   4.12359834E-04   8.19563866E-08
   1.26800323       8.06316733E-04   4.12389636E-04   8.19563866E-08
   1.26900327       8.06320459E-04   4.12359834E-04   8.19563866E-08
   1.27000332       8.06324184E-04   4.12359834E-04   8.56816769E-08
   1.27100337       8.06327909E-04   4.12359834E-04   8.56816769E-08
   1.27200341       8.06320459E-04   4.12359834E-04   8.94069672E-08
   1.27300346       8.06331635E-04   4.12374735E-04   8.94069672E-08
   1.27400351       8.06331635E-04   4.12359834E-04   9.31322575E-08
   1.27500355       8.06320459E-04   4.12374735E-04   9.31322575E-08
   1.27600360       8.06320459E-04   4.12359834E-04   9.68575478E-08
   1.27700365       8.06327909E-04   4.12359834E-04   9.68575478E-08
   1.27800369       8.06316733E-04   4.12359834E-04   1.00582838E-07
   1.27900374       8.06331635E-04   4.12359834E-04   1.04308128E-07
   1.28000379       8.06331635E-04   4.12359834E-04   1.08033419E-07
   1.28100383       8.06331635E-04   4.12374735E-04   1.08033419E-07
   1.28200388       8.06324184E-04   4.12374735E-04   1.11758709E-07
   1.28300393       8.06331635E-04   4.12374735E-04   1.11758709E-07
   1.28400397       8.06331635E-04   4.12374735E-04   1.15483999E-07
   1.28500402       8.06331635E-04   4.12389636E-04   1.19209290E-07
   1.28600407       8.06331635E-04   4.12374735E-04   1.19209290E-07
   1.28700411       8.06324184E-04   4.12374735E-04   1.19209290E-07
   1.28800416       8.06327909E-04   4.12404537E-04   1.22934580E-07
   1.28900421       8.06339085E-04   4.12404537E-04   1.22934580E-07
   1.29000425       8.06342810E-04   4.12389636E-04   1.26659870E-07
   1.29100430       8.06335360E-04   4.12389636E-04   1.26659870E-07
   1.29200435       8.06331635E-04   4.12389636E-04   1.30385160E-07
   1.29300439       8.06339085E-04   4.12389636E-04   1.30385160E-07
   1.29400444       8.06316733E-04   4.12389636E-04   1.30385160E-07
   1.29500449       8.06327909E-04   4.12374735E-04   1.30385160E-07
   1.29600453       8.06327909E-04   4.12404537E-04   1.30385160E-07
   1.29700458       8.06324184E-04   4.12419438E-04   1.30385160E-07
   1.29800463       8.06335360E-04   4.12404537E-04   1.30385160E-07
   1.29900467       8.06339085E-04   4.12404537E-04   1.26659870E-07
   1.30000472       8.06339085E-04   4.12404537E-04   1.26659870E-07
   1.30100477       8.06346536E-04   4.12404537E-04   1.26659870E-07
   1.30200481       8.06342810E-04   4.12419438E-04   1.22934580E-07
   1.30300486       8.06342810E-04   4.12404537E-04   1.22934580E-07
   1.30400491       8.06339085E-04   4.12374735E-04   1.19209290E-07
   1.30500495       8.06331635E-04   4.12419438E-04   1.19209290E-07
   1.30600500       8.06339085E-04   4.12374735E-04   1.19209290E-07
   1.30700505       8.06339085E-04   4.12389636E-04   1.15483999E-07
   1.30800509       8.06342810E-04   4.12374735E-04   1.11758709E-07
   1.30900514       8.06339085E-04   4.12389636E-04   1.11758709E-07
   1.31000519       8.06346536E-04   4.12419438E-04   1.08033419E-07
   1.31100523       8.06339085E-04   4.12404537E-04   1.08033419E-07
   1.31200528       8.06342810E-04   4.12374735E-04   1.04308128E-07
   1.31300533       8.06335360E-04   4.12389636E-04   1.00582838E-07
   1.31400537       8.06346536E-04   4.12374735E-04   9.68575478E-08
   1.31500542       8.06327909E-04   4.12404537E-04   1.00582838E-07
   1.31600547       8.06339085E-04   4.12389636E-04   9.68575478E-08
   1.31700552       8.06335360E-04   4.12374735E-04   9.31322575E-08
   1.31800556       8.06342810E-04   4.12374735E-04   9.31322575E-08
   1.31900561       8.06331635E-04   4.12359834E-04   8.94069672E-08
   1.32000566       8.06342810E-04   4.12359834E-04   8.94069672E-08
   1.32100570       8.06324184E-04   4.12359834E-04   8.94069672E-08
   1.32200575       8.06342810E-04   4.12359834E-04   8.56816769E-08
   1.32300580       8.06346536E-04   4.12359834E-04   8.56816769E-08
   1.32400584       8.06342810E-04   4.12374735E-04   8.56816769E-08
   1.32500589       8.06339085E-04   4.12374735E-04   8.56816769E-08
   1.32600594       8.06339085E-04   4.12374735E-04   8.56816769E-08
   1.32700598       8.06346536E-04   4.12374735E-04   8.56816769E-08
   1.32800603       8.06339085E-04   4.12359834E-04   8.19563866E-08
   1.32900608       8.06339085E-04   4.12374735E-04   8.19563866E-08
   1.33000612       8.06346536E-04   4.12359834E-04   8.56816769E-08
   1.33100617       8.06353986E-04   4.12374735E-04   8.56816769E-08
   1.33200622       8.06353986E-04   4.12374735E-04   8.94069672E-08
   1.33300626       8.06339085E-04   4.12374735E-04   8.94069672E-08
   1.33400631       8.06339085E-04   4.12374735E-04   8.56816769E-08
   1.33500636       8.06353986E-04   4.12359834E-04   8.94069672E-08
   1.33600640       8.06339085E-04   4.12359834E-04   8.94069672E-08
   1.33700645       8.06346536E-04   4.12359834E-04   8.94069672E-08
   1.33800650       8.06346536E-04   4.12359834E-04   9.31322575E-08
   1.33900654       8.06339085E-04   4.12389636E-04   9.31322575E-08
   1.34000659       8.06339085E-04   4.12359834E-04   9.68575478E-08
   1.34100664       8.06346536E-04   4.12389636E-04   9.68575478E-08
   1.34200668       8.06353986E-04   4.12374735E-04   9.68575478E-08
   1.34300673       8.06339085E-04   4.12344933E-04   1.00582838E-07
   1.34400678       8.06346536E-04   4.12389636E-04   1.00582838E-07
   1.34500682       8.06339085E-04   4.12389636E-04   1.04308128E-07
   1.34600687       8.06346536E-04   4.12359834E-04   1.08033419E-07
   1.34700692       8.06346536E-04   4.12374735E-04   1.08033419E-07
   1.34800696       8.06353986E-04   4.12359834E-04   1.08033419E-07
   1.34900701       8.06346536E-04   4.12374735E-04   1.08033419E-07
   1.35000706       8.06346536E-04   4.12389636E-04   1.11758709E-07
   1.35100710       8.06353986E-04   4.12404537E-04   1.11758709E-07
   1.35200715       8.06353986E-04   4.12389636E-04   1.11758709E-07
   1.35300720       8.06353986E-04   4.12374735E-04   1.15483999E-07
   1.35400724       8.06346536E-04   4.12389636E-04   1.15483999E-07
   1.35500729       8.06339085E-04   4.12389636E-04   1.15483999E-07
   1.35600734       8.06346536E-04   4.12404537E-04   1.19209290E-07
   1.35700738       8.06346536E-04   4.12389636E-04   1.15483999E-07
   1.35800743       8.06361437E-04   4.12404537E-04   1.15483999E-07
   1.35900748       8.06353986E-04   4.12404537E-04   1.15483999E-07
   1.36000752       8.06353986E-04   4.12389636E-04   1.15483999E-07
   1.36100757       8.06361437E-04   4.12374735E-04   1.15483999E-07
   1.36200762       8.06346536E-04   4.12389636E-04   1.11758709E-07
   1.36300766       8.06361437E-04   4.12389636E-04   1.15483999E-07
   1.36400771       8.06353986E-04   4.12404537E-04   1.11758709E-07
   1.36500776       8.06361437E-04   4.12389636E-04   1.11758709E-07
   1.36600780       8.06361437E-04   4.12389636E-04   1.11758709E-07
   1.36700785       8.06353986E-04   4.12374735E-04   1.11758709E-07
   1.36800790       8.06353986E-04   4.12374735E-04   1.11758709E-07
   1.36900795       8.06353986E-04   4.12374735E-04   1.04308128E-07
   1.37000799       8.06353986E-04   4.12389636E-04   1.04308128E-07
   1.37100804       8.06361437E-04   4.12389636E-04   1.00582838E-07
   1.37200809       8.06353986E-04   4.12374735E-04   1.00582838E-07
   1.37300813       8.06353986E-04   4.12389636E-04   1.00582838E-07
   1.37400818       8.06361437E-04   4.12389636E-04   1.00582838E-07
   1.37500823       8.06353986E-04   4.12374735E-04   9.68575478E-08
   1.37600827       8.06368887E-04   4.12404537E-04   9.68575478E-08
   1.37700832       8.06346536E-04   4.12374735E-04   9.68575478E-08
   1.37800837       8.06346536E-04   4.12389636E-04   9.68575478E-08
   1.37900841       8.06353986E-04   4.12374735E-04   8.94069672E-08
   1.38000846       8.06353986E-04   4.12359834E-04   8.94069672E-08
   1.38100851       8.06353986E-04   4.12359834E-04   8.94069672E-08
   1.38200855       8.06353986E-04   4.12374735E-04   8.94069672E-08
   1.38300860       8.06361437E-04   4.12389636E-04   8.94069672E-08
   1.38400865       8.06353986E-04   4.12374735E-04   8.94069672E-08
   1.38500869       8.06368887E-04   4.12374735E-04   8.56816769E-08
   1.38600874       8.06353986E-04   4.12374735E-04   8.56816769E-08
   1.38700879       8.06353986E-04   4.12359834E-04   8.19563866E-08
   1.38800883       8.06361437E-04   4.12359834E-04   8.56816769E-08
   1.38900888       8.06353986E-04   4.12374735E-04   8.19563866E-08
   1.39000893       8.06361437E-04   4.12374735E-04   8.19563866E-08
   1.39100897       8.06361437E-04   4.12359834E-04   8.56816769E-08
   1.39200902       8.06353986E-04   4.12374735E-04   8.56816769E-08
   1.39300907       8.06353986E-04   4.12359834E-04   8.94069672E-08
   1.39400911       8.06353986E-04   4.12344933E-04   8.56816769E-08
   1.39500916       8.06368887E-04   4.12344933E-04   8.56816769E-08
   1.39600921       8.06353986E-04   4.12359834E-04   8.56816769E-08
   1.39700925       8.06368887E-04   4.12374735E-04   8.56816769E-08
   1.39800930       8.06361437E-04   4.12374735E-04   8.94069672E-08
   1.39900935       8.06361437E-04   4.12374735E-04   8.94069672E-08
   1.40000939       8.06361437E-04   4.12374735E-04   8.94069672E-08
   1.40100944       8.06346536E-04   4.12359834E-04   8.94069672E-08
   1.40200949       8.06346536E-04   4.12374735E-04   8.94069672E-08
   1.40300953       8.06346536E-04   4.12359834E-04   9.31322575E-08
   1.40400958       8.06368887E-04   4.12359834E-04   9.31322575E-08
   1.40500963       8.06353986E-04   4.12374735E-04   9.68575478E-08
   1.40600967       8.06353986E-04   4.12374735E-04   9.68575478E-08
   1.40700972       8.06353986E-04   4.12374735E-04   9.68575478E-08
   1.40800977       8.06368887E-04   4.12374735E-04   9.68575478E-08
   1.40900981       8.06353986E-04   4.12374735E-04   9.68575478E-08
   1.41000986       8.06368887E-04   4.12374735E-04   9.68575478E-08
   1.41100991       8.06368887E-04   4.12374735E-04   1.00582838E-07
   1.41200995       8.06368887E-04   4.12374735E-04   1.04308128E-07
   1.41301000       8.06383789E-04   4.12389636E-04   1.00582838E-07
   1.41401005       8.06368887E-04   4.12389636E-04   1.04308128E-07
   1.41501009       8.06361437E-04   4.12374735E-04   1.04308128E-07
   1.41601014       8.06368887E-04   4.12374735E-04   1.04308128E-07
   1.41701019       8.06353986E-04   4.12389636E-04   1.04308128E-07
   1.41801023       8.06368887E-04   4.12404537E-04   1.04308128E-07
   1.41901028       8.06368887E-04   4.12359834E-04   1.04308128E-07
   1.42001033       8.06368887E-04   4.12359834E-04   1.04308128E-07
   1.42101038       8.06361437E-04   4.12374735E-04   1.04308128E-07
   1.42201042       8.06353986E-04   4.12374735E-04   1.04308128E-07
   1.42301047       8.06368887E-04   4.12389636E-04   1.04308128E-07
   1.42401052       8.06361437E-04   4.12374735E-04   1.04308128E-07
   1.42501056       8.06376338E-04   4.12374735E-04   1.04308128E-07
   1.42601061       8.06368887E-04   4.12374735E-04   1.04308128E-07
   1.42701066       8.06368887E-04   4.12374735E-04   1.04308128E-07
   1.42801070       8.06376338E-04   4.12374735E-04   1.04308128E-07
   1.42901075       8.06376338E-04   4.12374735E-04   1.00582838E-07
   1.43001080       8.06368887E-04   4.12389636E-04   1.00582838E-07
   1.43101084       8.06368887E-04   4.12374735E-04   1.00582838E-07
   1.43201089       8.06376338E-04   4.12374735E-04   9.68575478E-08
   1.43301094       8.06376338E-04   4.12389636E-04   1.00582838E-07
   1.43401098       8.06376338E-04   4.12359834E-04   9.68575478E-08
   1.43501103       8.06368887E-04   4.12374735E-04   9.68575478E-08
   1.43601108       8.06376338E-04   4.12374735E-04   9.31322575E-08
   1.43701112       8.06368887E-04   4.12389636E-04   9.31322575E-08
   1.43801117       8.06376338E-04   4.12359834E-04   9.68575478E-08
   1.43901122       8.06376338E-04   4.12374735E-04   9.31322575E-08
   1.44001126       8.06368887E-04   4.12374735E-04   8.94069672E-08
   1.44101131       8.06368887E-04   4.12389636E-04   8.94069672E-08
   1.44201136       8.06376338E-04   4.12374735E-04   8.94069672E-08
   1.44301140       8.06361437E-04   4.12374735E-04   8.94069672E-08
   1.44401145       8.06353986E-04   4.12374735E-04   8.56816769E-08
   1.44501150       8.06376338E-04   4.12359834E-04   8.56816769E-08
   1.44601154       8.06376338E-04   4.12374735E-04   8.56816769E-08
   1.44701159       8.06376338E-04   4.12374735E-04   8.56816769E-08
   1.44801164       8.06376338E-04   4.12359834E-04   1.19209290E-07
   1.44901168       8.06383789E-04   4.12359834E-04   8.19563866E-08
   1.45001173       8.06376338E-04   4.12359834E-04   8.19563866E-08
   1.45101178       8.06361437E-04   4.12359834E-04   8.19563866E-08
   1.45201182       8.06376338E-04   4.12374735E-04   8.19563866E-08
   1.45301187       8.06368887E-04   4.12374735E-04   8.19563866E-08
   1.45401192       8.06368887E-04   4.12374735E-04   8.94069672E-08
   1.45501196       8.06376338E-04   4.12374735E-04   8.19563866E-08
   1.45601201       8.06368887E-04   4.12374735E-04   8.19563866E-08
   1.45701206       8.06376338E-04   4.12374735E-04   8.19563866E-08
   1.45801210       8.06368887E-04   4.12374735E-04   8.19563866E-08
   1.45901215       8.06376338E-04   4.12374735E-04   8.56816769E-08
   1.46001220       8.06361437E-04   4.12374735E-04   8.94069672E-08
   1.46101224       8.06368887E-04   4.12374735E-04   8.19563866E-08
   1.46201229       8.06376338E-04   4.12359834E-04   8.94069672E-08
   1.46301234       8.06376338E-04   4.12374735E-04   8.94069672E-08
   1.46401238       8.06376338E-04   4.12359834E-04   8.94069672E-08
   1.46501243       8.06376338E-04   4.12389636E-04   8.94069672E-08
   1.46601248       8.06368887E-04   4.12359834E-04   8.94069672E-08
   1.46701252       8.06368887E-04   4.12359834E-04   8.94069672E-08
   1.46801257       8.06376338E-04   4.12359834E-04   8.94069672E-08
   1.46901262       8.06376338E-04   4.12389636E-04   8.94069672E-08
   1.47001266       8.06376338E-04   4.12359834E-04   8.94069672E-08
   1.47101271       8.06376338E-04   4.12359834E-04   9.68575478E-08
   1.47201276       8.06376338E-04   4.12359834E-04   9.68575478E-08
   1.47301280       8.06361437E-04   4.12359834E-04   9.31322575E-08
   1.47401285       8.06391239E-04   4.12374735E-04   9.68575478E-08
   1.47501290       8.06368887E-04   4.12359834E-04   9.68575478E-08
   1.47601295       8.06368887E-04   4.12374735E-04   9.31322575E-08
   1.47701299       8.06383789E-04   4.12389636E-04   9.68575478E-08
   1.47801304       8.06383789E-04   4.12374735E-04   9.68575478E-08
   1.47901309       8.06383789E-04   4.12374735E-04   9.68575478E-08
   1.48001313       8.06368887E-04   4.12359834E-04   9.68575478E-08
   1.48101318       8.06383789E-04   4.12374735E-04   9.68575478E-08
   1.48201323       8.06383789E-04   4.12389636E-04   9.68575478E-08
   1.48301327       8.06383789E-04   4.12374735E-04   9.68575478E-08
   1.48401332       8.06383789E-04   4.12374735E-04   9.68575478E-08
   1.48501337       8.06391239E-04   4.12374735E-04   9.68575478E-08
   1.48601341       8.06383789E-04   4.12374735E-04   9.68575478E-08
   1.48701346       8.06376338E-04   4.12374735E-04   9.68575478E-08
   1.48801351       8.06383789E-04   4.12374735E-04   9.68575478E-08
   1.48901355       8.06368887E-04   4.12404537E-04   9.68575478E-08
   1.49001360       8.06391239E-04   4.12389636E-04   9.68575478E-08
   1.49101365       8.06391239E-04   4.12374735E-04   9.68575478E-08
   1.49201369       8.06383789E-04   4.12374735E-04   9.68575478E-08
   1.49301374       8.06391239E-04   4.12374735E-04   9.31322575E-08
   1.49401379       8.06376338E-04   4.12374735E-04   9.31322575E-08
   1.49501383       8.06383789E-04   4.12374735E-04   9.31322575E-08
   1.49601388       8.06376338E-04   4.12374735E-04   9.31322575E-08
   1.49701393       8.06391239E-04   4.12359834E-04   8.94069672E-08
   1.49801397       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.49901402       8.06383789E-04   4.12389636E-04   8.94069672E-08
   1.50001407       8.06383789E-04   4.12359834E-04   8.94069672E-08
   1.50101411       8.06376338E-04   4.12374735E-04   8.94069672E-08
   1.50201416       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.50301421       8.06391239E-04   4.12359834E-04   8.94069672E-08
   1.50401425       8.06383789E-04   4.12359834E-04   8.56816769E-08
   1.50501430       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.50601435       8.06368887E-04   4.12359834E-04   8.19563866E-08
   1.50701439       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.50801444       8.06383789E-04   4.12359834E-04   8.19563866E-08
   1.50901449       8.06376338E-04   4.12344933E-04   8.19563866E-08
   1.51001453       8.06376338E-04   4.12359834E-04   8.19563866E-08
   1.51101458       8.06391239E-04   4.12374735E-04   8.19563866E-08
   1.51201463       8.06376338E-04   4.12359834E-04   8.19563866E-08
   1.51301467       8.06391239E-04   4.12374735E-04   8.19563866E-08
   1.51401472       8.06391239E-04   4.12374735E-04   8.19563866E-08
   1.51501477       8.06383789E-04   4.12344933E-04   8.19563866E-08
   1.51601481       8.06383789E-04   4.12359834E-04   8.19563866E-08
   1.51701486       8.06376338E-04   4.12359834E-04   8.19563866E-08
   1.51801491       8.06376338E-04   4.12359834E-04   8.19563866E-08
   1.51901495       8.06383789E-04   4.12359834E-04   8.19563866E-08
   1.52001500       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.52101505       8.06383789E-04   4.12359834E-04   8.19563866E-08
   1.52201509       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.52301514       8.06376338E-04   4.12359834E-04   8.19563866E-08
   1.52401519       8.06398690E-04   4.12374735E-04   8.19563866E-08
   1.52501523       8.06391239E-04   4.12344933E-04   8.19563866E-08
   1.52601528       8.06398690E-04   4.12374735E-04   8.56816769E-08
   1.52701533       8.06383789E-04   4.12374735E-04   8.19563866E-08
   1.52801538       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.52901542       8.06391239E-04   4.12359834E-04   8.94069672E-08
   1.53001547       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.53101552       8.06391239E-04   4.12359834E-04   8.56816769E-08
   1.53201556       8.06398690E-04   4.12374735E-04   8.56816769E-08
   1.53301561       8.06391239E-04   4.12374735E-04   8.56816769E-08
   1.53401566       8.06391239E-04   4.12359834E-04   8.94069672E-08
   1.53501570       8.06383789E-04   4.12389636E-04   8.94069672E-08
   1.53601575       8.06376338E-04   4.12374735E-04   8.94069672E-08
   1.53701580       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.53801584       8.06391239E-04   4.12374735E-04   8.94069672E-08
   1.53901589       8.06398690E-04   4.12374735E-04   8.94069672E-08
   1.54001594       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.54101598       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.54201603       8.06398690E-04   4.12359834E-04   8.94069672E-08
   1.54301608       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.54401612       8.06398690E-04   4.12359834E-04   8.94069672E-08
   1.54501617       8.06391239E-04   4.12374735E-04   8.94069672E-08
   1.54601622       8.06391239E-04   4.12374735E-04   8.94069672E-08
   1.54701626       8.06391239E-04   4.12359834E-04   8.94069672E-08
   1.54801631       8.06391239E-04   4.12374735E-04   8.94069672E-08
   1.54901636       8.06391239E-04   4.12359834E-04   8.94069672E-08
   1.55001640       8.06398690E-04   4.12359834E-04   8.94069672E-08
   1.55101645       8.06391239E-04   4.12359834E-04   8.94069672E-08
   1.55201650       8.06391239E-04   4.12374735E-04   8.94069672E-08
   1.55301654       8.06391239E-04   4.12374735E-04   8.94069672E-08
   1.55401659       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.55501664       8.06383789E-04   4.12374735E-04   8.94069672E-08
   1.55601668       8.06391239E-04   4.12374735E-04   8.56816769E-08
   1.55701673       8.06398690E-04   4.12359834E-04   8.94069672E-08
   1.55801678       8.06391239E-04   4.12359834E-04   8.94069672E-08
   1.55901682       8.06383789E-04   4.12359834E-04   8.94069672E-08
   1.56001687       8.06398690E-04   4.12404537E-04   8.94069672E-08
   1.56101692       8.06406140E-04   4.12374735E-04   8.56816769E-08
   1.56201696       8.06398690E-04   4.12359834E-04   8.94069672E-08
   1.56301701       8.06391239E-04   4.12389636E-04   8.56816769E-08
   1.56401706       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.56501710       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.56601715       8.06391239E-04   4.12374735E-04   8.19563866E-08
   1.56701720       8.06391239E-04   4.12374735E-04   8.19563866E-08
   1.56801724       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.56901729       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.57001734       8.06406140E-04   4.12359834E-04   8.19563866E-08
   1.57101738       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.57201743       8.06406140E-04   4.12359834E-04   8.19563866E-08
   1.57301748       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.57401752       8.06391239E-04   4.12374735E-04   7.82310963E-08
   1.57501757       8.06398690E-04   4.12344933E-04   8.19563866E-08
   1.57601762       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.57701766       8.06398690E-04   4.12359834E-04   7.82310963E-08
   1.57801771       8.06383789E-04   4.12359834E-04   8.19563866E-08
   1.57901776       8.06398690E-04   4.12374735E-04   8.19563866E-08
   1.58001781       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.58101785       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.58201790       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.58301795       8.06398690E-04   4.12374735E-04   8.19563866E-08
   1.58401799       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.58501804       8.06398690E-04   4.12389636E-04   8.19563866E-08
   1.58601809       8.06398690E-04   4.12359834E-04   7.82310963E-08
   1.58701813       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.58801818       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.58901823       8.06398690E-04   4.12344933E-04   8.19563866E-08
   1.59001827       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.59101832       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.59201837       8.06391239E-04   4.12359834E-04   8.19563866E-08
   1.59301841       8.06398690E-04   4.12374735E-04   8.94069672E-08
   1.59401846       8.06398690E-04   4.12344933E-04   8.19563866E-08
   1.59501851       8.06398690E-04   4.12389636E-04   8.19563866E-08
   1.59601855       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.59701860       8.06391239E-04   4.12344933E-04   8.19563866E-08
   1.59801865       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.59901869       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.60001874       8.06406140E-04   4.12389636E-04   8.19563866E-08
   1.60101879       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.60201883       8.06406140E-04   4.12389636E-04   8.19563866E-08
   1.60301888       8.06398690E-04   4.12374735E-04   8.19563866E-08
   1.60401893       8.06406140E-04   4.12359834E-04   8.19563866E-08
   1.60501897       8.06406140E-04   4.12359834E-04   8.19563866E-08
   1.60601902       8.06406140E-04   4.12359834E-04   8.19563866E-08
   1.60701907       8.06398690E-04   4.12359834E-04   8.56816769E-08
   1.60801911       8.06413591E-04   4.12359834E-04   8.19563866E-08
   1.60901916       8.06398690E-04   4.12374735E-04   8.19563866E-08
   1.61001921       8.06406140E-04   4.12374735E-04   8.56816769E-08
   1.61101925       8.06413591E-04   4.12359834E-04   8.94069672E-08
   1.61201930       8.06413591E-04   4.12359834E-04   8.94069672E-08
   1.61301935       8.06406140E-04   4.12359834E-04   8.56816769E-08
   1.61401939       8.06421041E-04   4.12344933E-04   8.19563866E-08
   1.61501944       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.61601949       8.06391239E-04   4.12374735E-04   8.19563866E-08
   1.61701953       8.06398690E-04   4.12374735E-04   8.19563866E-08
   1.61801958       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.61901963       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.62001967       8.06398690E-04   4.12374735E-04   8.19563866E-08
   1.62101972       8.06391239E-04   4.12374735E-04   8.19563866E-08
   1.62201977       8.06413591E-04   4.12374735E-04   8.19563866E-08
   1.62301981       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.62401986       8.06413591E-04   4.12374735E-04   8.19563866E-08
   1.62501991       8.06398690E-04   4.12374735E-04   8.19563866E-08
   1.62601995       8.06406140E-04   4.12359834E-04   8.19563866E-08
   1.62702000       8.06406140E-04   4.12359834E-04   8.19563866E-08
   1.62802005       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.62902009       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.63002014       8.06413591E-04   4.12359834E-04   8.19563866E-08
   1.63102019       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.63202024       8.06398690E-04   4.12359834E-04   8.19563866E-08
   1.63302028       8.06398690E-04   4.12374735E-04   7.82310963E-08
   1.63402033       8.06391239E-04   4.12374735E-04   7.45058060E-08
   1.63502038       8.06406140E-04   4.12374735E-04   8.19563866E-08
   1.63602042       8.06391239E-04   4.12374735E-04   7.45058060E-08
   1.63702047       8.06421041E-04   4.12359834E-04   7.45058060E-08
   1.63802052       8.06406140E-04   4.12344933E-04   7.45058060E-08
   1.63902056       8.06398690E-04   4.12359834E-04   7.45058060E-08
   1.64002061       8.06406140E-04   4.12359834E-04   7.45058060E-08
   1.64102066       8.06398690E-04   4.12359834E-04   7.45058060E-08
   1.64202070       8.06391239E-04   4.12359834E-04   7.45058060E-08
   1.64302075       8.06406140E-04   4.12359834E-04   7.45058060E-08
   1.64402080       8.06406140E-04   4.12359834E-04   7.45058060E-08
   1.64502084       8.06398690E-04   4.12359834E-04   7.45058060E-08
   1.64602089       8.06413591E-04   4.12359834E-04   7.45058060E-08
   1.64702094       8.06413591E-04   4.12374735E-04   8.19563866E-08
   1.64802098       8.06406140E-04   4.12389636E-04   7.45058060E-08
   1.64902103       8.06406140E-04   4.12359834E-04   7.82310963E-08
   1.65002108       8.06406140E-04   4.12374735E-04   7.45058060E-08
   1.65102112       8.06421041E-04   4.12359834E-04   7.45058060E-08
   1.65202117       8.06421041E-04   4.12359834E-04   8.19563866E-08
   1.65302122       8.06413591E-04   4.12374735E-04   8.19563866E-08
   1.65402126       8.06406140E-04   4.12359834E-04   8.19563866E-08
